TotalFactura,Diferenciada,TotalFactura_sqrt,Log_TotalFactura,TotalFactura_yeojohnson,campaña_marketing,cierre_hotel,Predicción_ARIMA,Predicción_SARIMA_cuadrado,Predicción_SARIMA_sarimax_train,Predicción_SARIMA_sarimax,Fecha
7393.0,-6067.0,85.98255637046388,8.908424139496578,0.295584501358158,0,1,6988.2887292559335,66.44679827054537,96.00201519820229,96.64789378639264,2024-06-30
2895.0,-4498.0,53.80520420925842,7.971085753505607,-0.25145015868387394,0,1,7116.960692143961,96.72991550670268,124.1016761811207,107.96138713722777,2024-07-07
4993.0,2098.0,70.66116330771806,8.515992470839718,0.04908324801540133,0,1,5774.650732514001,75.81900200838234,67.85434103250496,51.45329520046803,2024-07-14
9892.0,4899.0,99.45853407325085,9.199582715323222,0.49669153775379193,0,1,5526.136442658594,85.75034276778493,,80.4983734295131,2024-07-21
13485.0,3593.0,116.12493272333896,9.509407389294527,0.7293793056167609,0,1,6914.1981899670245,69.38604123201583,,71.69979515981805,2024-07-28
7201.0,-6284.0,84.85870609430714,8.882114044208821,0.2782023567749941,0,1,9003.287443870737,175.08352880161107,,191.34526204631672,2024-08-04
10329.5,3128.5,101.63414780476097,9.242855963652863,0.5279973814725604,0,1,8430.276806769045,60.89668733654953,,24.408937804969582,2024-08-11
2990.0,-7339.5,54.680892457969264,8.003363058629947,-0.2348904880663293,0,1,9034.106731708383,74.49633086021464,,88.12800262593214,2024-08-18
11916.5,8926.5,109.16272257506222,9.38576318707898,0.6341046885319409,0,1,7112.472388182855,74.7951347778345,,65.48316699592546,2024-08-25
15666.25,3749.75,125.16489124351125,9.65932782537347,0.8493894755672289,0,1,8639.84191620299,67.13041272504259,,78.92258469663648,2024-09-01
19416.0,3749.75,139.34130758680286,9.873904249994453,1.0301131463394284,0,1,10873.78444647219,106.14647702892375,,127.62090609150854,2024-09-08
4990.0,-14426.0,70.63993204979744,8.515391569469609,0.048726079035914104,0,1,13589.655543079583,125.79785517202839,,138.65988776825307,2024-09-15
21226.0,16236.0,145.69145479402695,9.963029235244443,1.108410162163894,0,1,10855.522251326733,208.76649452470946,,187.42014362624155,2024-09-22
36599.0,15373.0,191.30865113737016,10.507803519389457,1.6316518560659887,0,1,14152.662273039266,139.5289922847429,,114.72414953993655,2024-09-29
26403.0,-10196.0,162.48999969228876,10.181270792808661,1.308546850929132,0,1,21289.143373912986,115.0071514029334,,134.1664982030945,2024-10-06
21860.0,-4543.0,147.85127662620977,9.992459506338392,1.1346946568674998,0,1,22915.018454675628,113.81426206923993,,131.77937514265065,2024-10-13
17317.0,-4543.0,131.59407281484982,9.759501702007746,0.9324163232834402,0,1,22579.590940644142,122.6390309976913,,135.80169492192442,2024-10-20
11097.5,-6219.5,105.34467238546048,9.314565243033716,0.5807130074360942,0,1,20906.42798433584,107.25916216909249,,111.56836700838619,2024-10-27
26291.5,15194.0,162.14653866179196,10.177039006394184,1.3045493525131815,0,1,17787.824404921448,120.09504604466768,,119.9638319343232,2024-11-03
20751.0,-5540.5,144.05207391773297,9.940397906556225,1.0883438978337325,0,1,20491.442291742587,122.28160491242005,,139.10936199523528,2024-11-10
38555.0,17804.0,196.35427166221774,10.55986700890386,1.6859393520990646,0,1,20573.964826246745,116.9560496158797,,126.54512641045528,2024-11-17
17566.5,-20988.5,132.5386736013304,9.773805883066352,0.9444621404746283,0,1,26290.769021770655,112.80016171900536,,144.71414897032804,2024-11-24
33419.0,15852.5,182.808643121708,10.416909802149386,1.5387417544063198,0,1,23517.01671749066,223.8638916792391,,232.8958645981067,2024-12-01
18755.0,-14664.0,136.94889557787604,9.839268980209477,1.0002063071079685,0,1,26665.205852679424,151.16286275849836,,136.9465563183596,2024-12-08
35094.0,16339.0,187.3339264522046,10.465813949164522,1.5884384169676231,0,1,24150.272893087404,136.45773850910825,,132.28593576456944,2024-12-15
21821.5,-13272.5,147.72102084672986,9.990696826609504,1.1331143160728576,0,1,27629.6690699432,174.5659588120095,,194.86335375047727,2024-12-22
18590.0,-3231.5,136.3451502621197,9.830432871630217,0.9926225833783507,0,1,25783.047616478092,196.69255620383618,,187.7185732805316,2024-12-29
30317.0,11727.0,174.11777623206655,10.319496874519963,1.4417444536910622,0,1,23496.124511377366,217.61019902388145,,195.4583303387052,2025-01-05
10535.5,-19781.5,102.64258375547647,9.262600698637268,0.542407452505511,0,1,25664.720992820363,139.45889078935002,,122.81079092932269,2025-01-12
38713.0,28177.5,196.75619431164043,10.563956570705491,1.6902370447844963,0,1,20854.608938036465,137.64401763062259,,122.599805591643,2025-01-19
39683.0,970.0,199.20592360670403,10.588703362769794,1.7163479656969953,0,1,26532.420252112737,111.30055515549486,,133.5150322838323,2025-01-26
40653.0,970.0,201.62589119455865,10.612852511118907,1.74200237465329,0,1,30713.452587004787,105.12121254273855,,139.0354685494556,2025-02-02
24129.0,-16524.0,155.3351215919954,10.091211158619078,1.2244817564587427,0,1,33873.58468191126,97.72655947764234,,135.87400560061843,2025-02-09
25663.5,1534.5,160.19831459787585,10.1528639930201,1.281802872855083,0,1,30775.438103870827,118.3322995989476,,142.56098908255703,2025-02-16
19234.0,-6429.5,138.68669727122352,9.864486815186396,1.02195281037421,0,1,29150.172988872044,134.82069099785775,,153.04763964174333,2025-02-23
826.0,-18408.0,28.74021572639983,6.717804695023691,-0.79178161314178,0,1,25997.4724464098,136.73627933041416,,140.68638501046044,2025-03-02
